record_id,input_smiles,source_name
CHEMBL2218917,CC1OC2(CS1)CN1CCC2CC1.Cl.O,ChEMBL max_phase=4 local paged JSON
CHEMBL2219411,Cl.Cl.N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,ChEMBL max_phase=4 local paged JSON
CHEMBL2219414,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)c(NC(=O)CN5CCCC5)cc(F)c4C[C@H]3C[C@@H]12.Cl.Cl,ChEMBL max_phase=4 local paged JSON
CHEMBL2219416,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](OCCOCCOCCOCCOCCOCCOCCOC)CC[C@@]3(O)[C@H]1C5.O=C(O)C(=O)O,ChEMBL max_phase=4 local paged JSON
CHEMBL2219418,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](OCCOCCOCCOCCOCCOCCOCCOC)CC[C@@]3(O)[C@H]1C5,ChEMBL max_phase=4 local paged JSON
CHEMBL2219425,CCCCCCCCCCCC(=O)OCN1C(=O)CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc21,ChEMBL max_phase=4 local paged JSON
CHEMBL2219546,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O.[Yb],ChEMBL max_phase=4 local paged JSON
CHEMBL2219640,[Cl-].[Cl-].[Sr+2],ChEMBL max_phase=4 local paged JSON
CHEMBL2219642,[Cl-].[Cl-].[Mg+2],ChEMBL max_phase=4 local paged JSON
CHEMBL2220427,CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,ChEMBL max_phase=4 local paged JSON
CHEMBL2220442,CC(C)n1c(/C=C/C(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,ChEMBL max_phase=4 local paged JSON
CHEMBL2303621,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C.Cl.Cl,ChEMBL max_phase=4 local paged JSON
CHEMBL2311071,C=CCl,ChEMBL max_phase=4 local paged JSON
CHEMBL2325741,NC1(C(=O)N[C@@H](CCO)c2ccc(Cl)cc2)CCN(c2nc[nH]c3nccc2-3)CC1,ChEMBL max_phase=4 local paged JSON
CHEMBL2336050,CCCCCCOc1nsnc1C1=CCCN(C)C1.O=C(O)C(O)C(O)C(=O)O,ChEMBL max_phase=4 local paged JSON
CHEMBL2336071,CCc1cc(/C(C)=N/OCc2ccc(C3CCCCC3)c(C(F)(F)F)c2)ccc1CN1CC(C(=O)O)C1,ChEMBL max_phase=4 local paged JSON
CHEMBL2338329,Cc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccccc3)cc12,ChEMBL max_phase=4 local paged JSON
CHEMBL2338675,Nc1nc(=O)c2c([nH]1)N[C@@H]1O[C@@H]3COP(=O)(O)O[C@@H]3C(O)(O)[C@@H]1N2,ChEMBL max_phase=4 local paged JSON
CHEMBL2348780,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@@]1(O)C(=O)CO,ChEMBL max_phase=4 local paged JSON
CHEMBL2355051,CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1,ChEMBL max_phase=4 local paged JSON
CHEMBL2355333,CN(C)C/C=C(/c1ccc(Br)cc1)c1cccnc1.Cl.Cl.O,ChEMBL max_phase=4 local paged JSON
CHEMBL2355456,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1.CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1.O=C(O)/C=C/C(=O)O,ChEMBL max_phase=4 local paged JSON
CHEMBL2356097,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)CCC(=O)O,ChEMBL max_phase=4 local paged JSON
CHEMBL2358147,CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,ChEMBL max_phase=4 local paged JSON
CHEMBL2359670,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2.O=C(O)CC(O)C(=O)O.O=C(O)CC(O)C(=O)O,ChEMBL max_phase=4 local paged JSON
CHEMBL2359966,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.O.O.O=S(=O)(O)O,ChEMBL max_phase=4 local paged JSON
CHEMBL2360079,CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,ChEMBL max_phase=4 local paged JSON
CHEMBL2360464,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)c2c(=O)[nH]1.[Na+].[Na+],ChEMBL max_phase=4 local paged JSON
CHEMBL2360580,CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1.Cl.Cl,ChEMBL max_phase=4 local paged JSON
CHEMBL2361370,CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1.CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1.O=S(=O)(O)O,ChEMBL max_phase=4 local paged JSON
CHEMBL2362410,CC1(C)OC[C@@H](COC(=O)CCc2ccc(OC[C@@H](O)CNCCNC(=O)N3CCOCC3)cc2)O1.Cl,ChEMBL max_phase=4 local paged JSON
CHEMBL2364574,C[C@H]1c2cccc([O-])c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.C[C@H]1c2cccc([O-])c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.[Ca+2],ChEMBL max_phase=4 local paged JSON
CHEMBL2364607,O=C(O)/C=C/C(=O)O.O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1.O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1,ChEMBL max_phase=4 local paged JSON
CHEMBL2364608,Cn1c(Cn2ccc(C(F)(F)F)c(Oc3cc(Cl)cc(C#N)c3)c2=O)n[nH]c1=O,ChEMBL max_phase=4 local paged JSON
CHEMBL2364609,CN[C@]1(c2ccccc2Cl)CCCCC1=O.Cl,ChEMBL max_phase=4 local paged JSON
CHEMBL2364612,O=C(CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O)OCCCCO[N+](=O)[O-],ChEMBL max_phase=4 local paged JSON
CHEMBL2364617,CC(=O)O.CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)NC=O,ChEMBL max_phase=4 local paged JSON
CHEMBL2364623,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CNCCO)=CC[C@H]3N)[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CCN)OC[C@]1(C)O.O=S(=O)(O)O,ChEMBL max_phase=4 local paged JSON
CHEMBL2364629,N[C@@H]1c2cccnc2[C@H](OC(=O)N2CCC(n3c(=O)[nH]c4ncccc43)CC2)CC[C@H]1c1cccc(F)c1F.N[C@@H]1c2cccnc2[C@H](OC(=O)N2CCC(n3c(=O)[nH]c4ncccc43)CC2)CC[C@H]1c1cccc(F)c1F.O.O.O.O=S(=O)(O)O,ChEMBL max_phase=4 local paged JSON
CHEMBL2364632,CON(C)Cc1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,ChEMBL max_phase=4 local paged JSON
CHEMBL2364633,CON(C)Cc1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O.Cl,ChEMBL max_phase=4 local paged JSON
CHEMBL2364635,COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(NC(C)CCCN)c2n1.O=C(O)CCC(=O)O,ChEMBL max_phase=4 local paged JSON
CHEMBL2364637,CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1.CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1.O=C(O)/C=C/C(=O)O,ChEMBL max_phase=4 local paged JSON
CHEMBL2364638,C[C@@H]1[C@H](c2ccccc2)C[C@H](NC(=O)c2cnc3c(c2)C[C@@]2(C3)C(=O)Nc3ncccc32)C(=O)N1CC(F)(F)F,ChEMBL max_phase=4 local paged JSON
CHEMBL2364639,COc1cc2c(cc1OC)[C@H]1C[C@@H](OC(=O)[C@@H](N)C(C)C)[C@H](CC(C)C)CN1CC2,ChEMBL max_phase=4 local paged JSON
CHEMBL2364738,CC(=O)Nc1c(I)c(C(=O)[O-])c(I)c(N(C)C(C)=O)c1I.CC(=O)Nc1c(I)c(C(=O)[O-])c(I)c(N(C)C(C)=O)c1I.[Mg+2],ChEMBL max_phase=4 local paged JSON
CHEMBL2368861,CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5.Cl,ChEMBL max_phase=4 local paged JSON
CHEMBL2368924,CS(=O)(=O)O.O.O=C(O[C@@H]1C[C@@H]2C[C@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,ChEMBL max_phase=4 local paged JSON
CHEMBL2368925,O=C(O[C@@H]1C[C@@H]2C[C@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,ChEMBL max_phase=4 local paged JSON
CHEMBL2374220,COC(=O)N[C@H](C(=O)N1CC2(CC2)C[C@H]1c1nc(-c2ccc3c(c2)C(F)(F)c2cc(-c4ccc5[nH]c([C@@H]6[C@H]7CC[C@H](C7)N6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5c4)ccc2-3)c[nH]1)C(C)C,ChEMBL max_phase=4 local paged JSON
CHEMBL2396661,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,ChEMBL max_phase=4 local paged JSON
CHEMBL2397415,Cc1cc(C[C@@H](NC(=O)N2CCC(c3cc4ccccc4[nH]c3=O)CC2)C(=O)N2CCN(C3CCN(C)CC3)CC2)cc2cn[nH]c12,ChEMBL max_phase=4 local paged JSON
CHEMBL2403108,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,ChEMBL max_phase=4 local paged JSON
CHEMBL2403238,C[C@H]1CO[C@@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,ChEMBL max_phase=4 local paged JSON
CHEMBL2443262,COc1ccsc1CNCC[C@@]1(c2ccccn2)CCOC2(CCCC2)C1,ChEMBL max_phase=4 local paged JSON
CHEMBL2448612,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21.CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21.O=C(O)C(O)C(O)C(=O)O,ChEMBL max_phase=4 local paged JSON
CHEMBL2448613,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1.CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1.O=C(O)C(O)C(O)C(=O)O,ChEMBL max_phase=4 local paged JSON
CHEMBL3039502,C[C@H](Nc1ncnc2nc[nH]c12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,ChEMBL max_phase=4 local paged JSON
CHEMBL3039504,CCS(=O)(=O)O.COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,ChEMBL max_phase=4 local paged JSON
CHEMBL3039507,CCOc1ccc(Cc2cc([C@@H]3O[C@H](SC)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,ChEMBL max_phase=4 local paged JSON
CHEMBL3039508,CC(C)(NC(=O)C1=C(O)[C@@H]2Oc3c(O)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@]3(O)C1)c1nc(-c2ccccc2)no1.Cc1ccc(S(=O)(=O)O)cc1,ChEMBL max_phase=4 local paged JSON
CHEMBL3039514,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc3c(c2)O[C@@H](c2ccccc2)n2c-3cc3cc(-c4c[nH]c([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)n4)ccc32)c[nH]1)C(C)C,ChEMBL max_phase=4 local paged JSON
CHEMBL3039520,CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1,ChEMBL max_phase=4 local paged JSON
CHEMBL3039526,CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1.CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1.O=C(O)CCC(=O)O,ChEMBL max_phase=4 local paged JSON
CHEMBL3039596,CCC(=O)O[C@@H](O[P@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)[O-])C(C)C.[Na+],ChEMBL max_phase=4 local paged JSON
CHEMBL3039598,CCC(=O)O[C@@H](O[P@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C,ChEMBL max_phase=4 local paged JSON
CHEMBL3084748,O=C(O[C@H]1C[C@H]2CC[C@@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1.[Cl-],ChEMBL max_phase=4 local paged JSON
CHEMBL3099695,N#Cc1ccc([C@H]2CCc3cncn32)c(F)c1,ChEMBL max_phase=4 local paged JSON
CHEMBL3112741,O=C(NC1CCNCC1)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,ChEMBL max_phase=4 local paged JSON
CHEMBL3127326,COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc([C@@H]2CC[C@@H](c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)cc3)N2c2ccc(C(C)(C)C)cc2)cc1)C(C)C,ChEMBL max_phase=4 local paged JSON
CHEMBL3137301,CCOC(=O)[C@H](C)C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O,ChEMBL max_phase=4 local paged JSON
CHEMBL3137308,NC(=O)c1cnc2[nH]ccc2c1N[C@@H]1[C@@H]2CC3C[C@H]1C[C@@](O)(C3)C2,ChEMBL max_phase=4 local paged JSON
CHEMBL3137309,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,ChEMBL max_phase=4 local paged JSON
CHEMBL3137310,COc1ccc2c3c1O[C@H]1C(OC(=O)c4ccccc4)=CC[C@@H]4[C@@H](C2)N(C)CC[C@@]341.Cl,ChEMBL max_phase=4 local paged JSON
CHEMBL3137312,COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,ChEMBL max_phase=4 local paged JSON
CHEMBL3137317,Cc1c(C(=O)Nc2ccc(N3C[C@@H](C)O[C@@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1.O=P(O)(O)O.O=P(O)(O)O,ChEMBL max_phase=4 local paged JSON
CHEMBL3137318,Cc1ccc(S(=O)(=O)O)cc1.Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,ChEMBL max_phase=4 local paged JSON
CHEMBL3137320,Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,ChEMBL max_phase=4 local paged JSON
CHEMBL3137321,COc1ccc2c3c1O[C@H]1C(OC(=O)c4ccccc4)=CC[C@@H]4[C@@H](C2)N(C)CC[C@@]341,ChEMBL max_phase=4 local paged JSON
CHEMBL3137326,[2H]C([2H])([2H])Oc1cc2c(cc1OC([2H])([2H])[2H])C1CC(=O)C(CC(C)C)CN1CC2,ChEMBL max_phase=4 local paged JSON
CHEMBL3137329,Br.NC(=O)c1cnc2[nH]ccc2c1N[C@@H]1[C@@H]2CC3C[C@H]1C[C@@](O)(C3)C2,ChEMBL max_phase=4 local paged JSON
CHEMBL3137330,C[C@H]1CO[C@@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c([O-])c3C(=O)N12.[Na+],ChEMBL max_phase=4 local paged JSON
CHEMBL3137333,CNCC(=O)OCc1cccnc1N(C)C(=O)OC(C)[n+]1cnn(C[C@](O)(c2cc(F)ccc2F)[C@@H](C)c2nc(-c3ccc(C#N)cc3)cs2)c1.O=S(=O)([O-])O,ChEMBL max_phase=4 local paged JSON
CHEMBL3137358,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)[N-]S(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C.[Na+],ChEMBL max_phase=4 local paged JSON
CHEMBL3140361,CC[C@@H](CO)NCCN[C@@H](CC)CO.Cl.Cl,ChEMBL max_phase=4 local paged JSON
CHEMBL3142541,CCCCOC(=O)c1ccc(N)cc1.CCCCOC(=O)c1ccc(N)cc1.O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,ChEMBL max_phase=4 local paged JSON
CHEMBL3181832,COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].O.[Na+],ChEMBL max_phase=4 local paged JSON
CHEMBL3181841,Cl.Cn1cc(C(=O)[C@@H]2CCc3[nH]cnc3C2)c2ccccc21,ChEMBL max_phase=4 local paged JSON
CHEMBL3181947,Nc1c(CC(=O)[O-])cccc1C(=O)c1ccc(Br)cc1.Nc1c(CC(=O)[O-])cccc1C(=O)c1ccc(Br)cc1.O.O.O.[Na+].[Na+],ChEMBL max_phase=4 local paged JSON
CHEMBL3182320,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,ChEMBL max_phase=4 local paged JSON
CHEMBL3182733,CCCN[C@H]1CCc2nc(N)sc2C1.Cl.Cl.O,ChEMBL max_phase=4 local paged JSON
CHEMBL3183075,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,ChEMBL max_phase=4 local paged JSON
CHEMBL3183184,CCCCC(CC)COC(=O)C=Cc1ccc(OC)cc1,ChEMBL max_phase=4 local paged JSON
CHEMBL3183193,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1.CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1.Cl,ChEMBL max_phase=4 local paged JSON
CHEMBL3183409,CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F,ChEMBL max_phase=4 local paged JSON
CHEMBL3183451,CS(=O)(=O)O.C[C@H]1NCc2cc(-c3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC(F)F)ccc21.O,ChEMBL max_phase=4 local paged JSON
CHEMBL3183453,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c([O-])c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C.[Na+],ChEMBL max_phase=4 local paged JSON
CHEMBL3184143,N=C(N)NCC1COC2(CCCCC2)O1.N=C(N)NCC1COC2(CCCCC2)O1.O=S(=O)(O)O,ChEMBL max_phase=4 local paged JSON
CHEMBL3184512,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,ChEMBL max_phase=4 local paged JSON
CHEMBL3184791,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O.CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O,ChEMBL max_phase=4 local paged JSON
CHEMBL3184799,CNC(C)(C)Cc1ccccc1.CNC(C)(C)Cc1ccccc1.O=S(=O)(O)O,ChEMBL max_phase=4 local paged JSON
CHEMBL3184986,CC(=O)[O-].CC(=O)[O-].O.O.[Zn+2],ChEMBL max_phase=4 local paged JSON
CHEMBL3185229,O.O.O.O.O.O.[Cl-].[Cl-].[Mg+2],ChEMBL max_phase=4 local paged JSON
CHEMBL3185958,CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,ChEMBL max_phase=4 local paged JSON
CHEMBL3186492,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O.Cl.O.O,ChEMBL max_phase=4 local paged JSON
CHEMBL3186993,Cl.Cl.OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,ChEMBL max_phase=4 local paged JSON
CHEMBL3187246,CN(C)CCN(Cc1cccs1)c1ccccn1.CN(C)CCN(Cc1cccs1)c1ccccn1.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O,ChEMBL max_phase=4 local paged JSON
CHEMBL3187365,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1,ChEMBL max_phase=4 local paged JSON
CHEMBL3187723,Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21,ChEMBL max_phase=4 local paged JSON
CHEMBL3187985,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3.CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3.Cl.Cl.O,ChEMBL max_phase=4 local paged JSON
CHEMBL3188034,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1.Cl.O,ChEMBL max_phase=4 local paged JSON
CHEMBL3188267,CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F,ChEMBL max_phase=4 local paged JSON
CHEMBL3188576,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)CO)O[C@@H](CO)[C@H](O)[C@H]1O.CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)CO)O[C@@H](CO)[C@H](O)[C@H]1O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O,ChEMBL max_phase=4 local paged JSON
CHEMBL3188993,O=C(O)/C=C/C(=O)O.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,ChEMBL max_phase=4 local paged JSON
CHEMBL3189072,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O.Cl.O,ChEMBL max_phase=4 local paged JSON
CHEMBL3218576,COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21,ChEMBL max_phase=4 local paged JSON
CHEMBL3233142,CN1CCN2c3c(cccc31)[C@@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@@H]12.Cc1ccc(S(=O)(=O)O)cc1,ChEMBL max_phase=4 local paged JSON
CHEMBL3237547,O=C1N[C@H](O)CCN1[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,ChEMBL max_phase=4 local paged JSON
CHEMBL3244648,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1.[Na+].[Na+],ChEMBL max_phase=4 local paged JSON
CHEMBL3261331,CC(C)c1cc(Oc2c(Cl)cc(-n3nc(C#N)c(=O)[nH]c3=O)cc2Cl)n[nH]c1=O,ChEMBL max_phase=4 local paged JSON
CHEMBL3286830,C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,ChEMBL max_phase=4 local paged JSON
CHEMBL3291398,C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2CC[C@@H](N)C[C@H]2O)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,ChEMBL max_phase=4 local paged JSON
CHEMBL3301594,COc1cnc(-n2cnc(C)n2)c2c1c(C(=O)C(=O)N1CCN(C(=O)c3ccccc3)CC1)cn2COP(=O)(O)O,ChEMBL max_phase=4 local paged JSON
CHEMBL3301598,COc1cnc(-n2cnc(C)n2)c2c1c(C(=O)C(=O)N1CCN(C(=O)c3ccccc3)CC1)cn2COP(=O)(O)O.NC(CO)(CO)CO,ChEMBL max_phase=4 local paged JSON
CHEMBL3301603,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1.CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1.O=C(O)/C=C/C(=O)O,ChEMBL max_phase=4 local paged JSON
